weight,age,height,size
58,39.0,162.56,M
50,60.0,160.02,M
68,42.0,170.18,L
61,33.0,165.1,M
64,33.0,172.72,L
54,30.0,162.56,M
47,33.0,154.94,XXS
63,30.0,167.64,L
68,37.0,154.94,XXXL
83,33.0,177.8,XXXL
54,32.0,162.56,XXS
56,26.0,157.48,M
54,38.0,167.64,S
61,29.0,162.56,L
69,47.0,177.8,L
53,32.0,175.26,S
58,28.0,165.1,M
52,37.0,160.02,M
63,26.0,152.4,L
63,36.0,167.64,XXXL
74,34.0,157.48,XXXL
53,35.0,165.1,XXS
74,43.0,170.18,S
81,35.0,162.56,XXXL
48,30.0,157.48,S
56,27.0,154.94,S
61,28.0,167.64,M
56,26.0,154.94,M
56,32.0,160.02,M
61,29.0,165.1,L
81,49.0,175.26,XXXL
58,32.0,157.48,M
54,34.0,165.1,S
51,35.0,162.56,S
77,31.0,170.18,XXXL
68,22.0,172.72,XL
68,44.0,180.34,XL
54,38.0,162.56,S
49,24.0,167.64,S
68,33.0,175.26,L
77,39.0,170.18,XXXL
55,37.0,170.18,S
58,31.0,167.64,XXXL
49,27.0,162.56,M
54,32.0,157.48,S
60,42.0,177.8,XL
68,38.0,167.64,XXXL
58,37.0,167.64,M
45,57.0,157.48,S
72,37.0,160.02,XXXL
65,40.0,170.18,XL
56,29.0,165.1,S
72,29.0,152.4,XXXL
58,30.0,152.4,M
63,29.0,162.56,XXXL
58,26.0,162.56,S
83,33.0,180.34,XXXL
54,34.0,160.02,M
70,28.0,172.72,XXXL
55,34.0,160.02,M
51,42.0,152.4,M
56,40.0,167.64,L
54,32.0,157.48,M
65,37.0,157.48,L
70,40.0,157.48,XL
61,32.0,160.02,L
79,30.0,185.42,XXXL
59,30.0,154.94,M
49,26.0,162.56,XXS
63,30.0,170.18,L
83,32.0,162.56,XXXL
54,33.0,180.34,M
49,28.0,165.1,XXS
47,54.0,160.02,S
52,29.0,165.1,XXS
68,28.0,160.02,XL
61,27.0,177.8,M
63,33.0,162.56,XL
70,31.0,170.18,XXXL
64,32.0,167.64,XL
68,25.0,172.72,XL
49,26.0,160.02,XXS
77,29.0,182.88,XXXL
73,43.0,157.48,XXXL
74,36.0,160.02,XXXL
60,36.0,160.02,L
62,50.0,170.18,XL
72,39.0,165.1,XL
56,30.0,165.1,M
58,46.0,162.56,L
51,31.0,160.02,XXS
56,29.0,160.02,S
56,33.0,157.48,M
58,30.0,152.4,M
55,29.0,162.56,M
58,31.0,162.56,L
70,43.0,180.34,L
72,33.0,165.1,XXXL
54,26.0,165.1,S
63,31.0,157.48,L
53,29.0,160.02,S
55,26.0,170.18,M
72,29.0,160.02,XL
54,27.0,162.56,XXS
65,22.0,172.72,XL
65,32.0,167.64,L
58,34.0,167.64,L
55,30.0,162.56,S
52,33.0,162.56,S
63,28.0,167.64,L
54,32.0,165.1,XXS
58,39.0,157.48,L
69,44.0,170.18,XXXL
49,34.0,157.48,XXS
52,37.0,157.48,S
50,33.0,157.48,XXS
58,25.0,167.64,S
53,33.0,162.56,S
99,30.0,165.1,XXXL
58,29.0,157.48,M
56,32.0,160.02,S
70,25.0,172.72,XL
53,30.0,160.02,XXS
61,25.0,162.56,M
79,31.0,170.18,XXXL
68,40.0,172.72,XL
72,29.0,172.72,XL
57,48.0,160.02,M
65,31.0,167.64,XXXL
58,29.0,157.48,M
56,27.0,170.18,S
58,33.0,167.64,M
61,28.0,162.56,M
43,26.0,147.32,XXS
102,40.0,167.64,XXXL
54,28.0,170.18,XXS
63,25.0,177.8,M
54,42.0,167.64,M
56,31.0,162.56,L
70,32.0,170.18,L
63,53.0,172.72,XL
70,33.0,177.8,L
58,32.0,170.18,XXS
58,38.0,175.26,M
65,28.0,180.34,L
65,40.0,170.18,XXXL
65,42.0,177.8,L
65,49.0,167.64,XXXL
72,31.0,154.94,XXXL
60,32.0,167.64,M
46,30.0,152.4,S
53,47.0,162.56,M
56,37.0,167.64,L
51,32.0,157.48,M
48,33.0,167.64,XXS
77,41.0,175.26,XXXL
54,39.0,162.56,S
52,25.0,157.48,XXS
111,40.0,170.18,XXXL
60,32.0,172.72,M
61,46.0,157.48,XL
54,28.0,157.48,M
86,29.0,157.48,XXXL
77,31.0,175.26,XXXL
62,30.0,157.48,M
55,34.0,165.1,M
63,41.0,170.18,L
54,37.0,165.1,S
56,32.0,157.48,M
52,36.0,160.02,XXS
95,38.0,162.56,XXXL
68,50.0,162.56,XXXL
52,38.0,162.56,S
58,33.0,170.18,L
68,34.0,167.64,XL
56,62.0,162.56,L
65,54.0,165.1,L
63,44.0,172.72,L
63,29.0,172.72,M
52,34.0,165.1,XXS
65,46.0,175.26,XXXL
68,42.0,167.64,XL
68,31.0,175.26,XXXL
58,42.0,167.64,L
79,38.0,167.64,XXXL
58,33.0,170.18,M
65,40.0,167.64,L
81,30.0,160.02,XXXL
56,33.0,162.56,M
72,42.0,160.02,XXXL
50,23.0,149.86,XXS
51,32.0,160.02,M
68,29.0,167.64,XL
52,36.0,162.56,S
54,37.0,177.8,M
67,31.0,167.64,XXXL
62,25.0,175.26,M
47,36.0,165.1,XXS
58,31.0,175.26,S
63,34.0,172.72,XXXL
64,25.0,175.26,L
78,33.0,162.56,XL
52,28.0,154.94,XXS
65,29.0,180.34,L
52,40.0,165.1,M
81,28.0,172.72,XL
63,25.0,170.18,XL
65,38.0,165.1,XL
61,34.0,177.8,M
70,49.0,165.1,XXXL
56,21.0,165.1,L
61,35.0,154.94,XL
56,27.0,162.56,M
74,25.0,165.1,XXXL
68,28.0,157.48,L
58,36.0,167.64,M
61,35.0,167.64,L
74,32.0,170.18,XL
56,31.0,162.56,S
50,31.0,154.94,M
68,30.0,172.72,XL
59,46.0,162.56,XXXL
62,29.0,162.56,M
61,31.0,162.56,L
54,39.0,165.1,L
56,41.0,162.56,L
90,32.0,170.18,XXXL
75,34.0,170.18,XL
81,33.0,167.64,XXXL
70,30.0,162.56,XXXL
65,34.0,167.64,XL
71,39.0,162.56,XL
61,30.0,172.72,M
81,21.0,172.72,XXXL
77,28.0,185.42,XL
70,37.0,177.8,L
58,35.0,160.02,M
79,51.0,162.56,XXXL
49,33.0,167.64,S
53,63.0,157.48,M
52,42.0,160.02,S
71,36.0,170.18,XXXL
56,28.0,162.56,S
52,30.0,160.02,M
50,37.0,157.48,S
61,19.0,160.02,M
58,31.0,170.18,M
61,29.0,167.64,S
56,32.0,165.1,M
51,39.0,172.72,S
56,48.0,160.02,M
65,30.0,177.8,L
72,27.0,182.88,XXXL
61,26.0,152.4,L
53,29.0,160.02,M
56,28.0,160.02,S
65,35.0,170.18,XL
58,34.0,160.02,L
90,36.0,175.26,XXXL
68,35.0,170.18,L
67,27.0,172.72,L
70,32.0,167.64,M
68,32.0,177.8,XL
59,32.0,160.02,M
60,38.0,162.56,L
49,44.0,162.56,S
63,35.0,175.26,L
68,43.0,177.8,XL
45,31.0,154.94,XXS
74,36.0,165.1,XXXL
50,32.0,165.1,XXS
72,39.0,177.8,L
55,31.0,160.02,M
54,36.0,162.56,S
58,28.0,162.56,S
58,30.0,170.18,M
52,26.0,162.56,M
77,34.0,182.88,XXXL
61,32.0,175.26,M
74,35.0,175.26,XL
61,37.0,167.64,M
59,38.0,177.8,M
56,27.0,170.18,XXS
90,32.0,175.26,XXXL
58,29.0,162.56,M
56,27.0,167.64,S
52,28.0,167.64,XXS
65,28.0,170.18,XL
89,26.0,167.64,XXXL
53,42.0,167.64,S
61,28.0,172.72,M
58,35.0,165.1,L
58,45.0,172.72,M
61,21.0,165.1,L
56,37.0,160.02,M
72,32.0,167.64,XL
63,31.0,162.56,L
52,36.0,160.02,M
55,39.0,152.4,L
56,28.0,172.72,XXS
55,46.0,165.1,M
63,29.0,170.18,XL
74,24.0,160.02,XXXL
72,31.0,172.72,XXXL
58,29.0,170.18,S
43,27.0,152.4,XXS
52,32.0,154.94,S
69,25.0,172.72,XL
71,42.0,175.26,XXXL
61,45.0,160.02,L
63,30.0,170.18,L
95,24.0,175.26,XXXL
62,34.0,175.26,M
52,37.0,157.48,M
70,36.0,162.56,XXXL
54,32.0,170.18,M
58,32.0,167.64,M
47,36.0,157.48,XXS
58,32.0,172.72,S
62,40.0,175.26,M
70,40.0,177.8,XL
54,47.0,157.48,S
49,57.0,165.1,S
77,35.0,162.56,XXXL
54,34.0,167.64,M
77,34.0,172.72,XXXL
89,27.0,167.64,XXXL
58,36.0,167.64,M
68,52.0,177.8,XL
58,33.0,160.02,M
56,33.0,157.48,M
80,29.0,172.72,XXXL
56,33.0,165.1,M
45,43.0,157.48,XXS
52,29.0,162.56,XXS
76,55.0,165.1,XXXL
58,35.0,160.02,M
56,30.0,167.64,S
54,47.0,167.64,M
72,36.0,162.56,XXXL
58,32.0,170.18,M
54,29.0,170.18,XXS
61,31.0,170.18,M
54,51.0,167.64,S
61,29.0,175.26,M
66,32.0,165.1,XXXL
56,60.0,170.18,S
49,27.0,167.64,XXS
63,21.0,157.48,L
72,30.0,175.26,XL
50,39.0,170.18,XXS
51,25.0,162.56,XXS
49,47.0,165.1,XXS
63,35.0,149.86,XL
53,41.0,165.1,S
57,41.0,157.48,M
52,29.0,160.02,XXS
63,42.0,170.18,L
40,31.0,154.94,XXS
56,32.0,157.48,M
65,34.0,170.18,XL
63,29.0,170.18,XL
62,34.0,167.64,L
63,23.0,172.72,XXXL
72,29.0,180.34,XL
54,37.0,157.48,M
65,34.0,167.64,XXXL
54,40.0,167.64,XXS
49,28.0,160.02,XXS
70,25.0,177.8,XL
48,48.0,157.48,XXS
58,31.0,162.56,M
49,26.0,157.48,XXS
69,29.0,165.1,XL
63,44.0,160.02,XXXL
68,30.0,170.18,XXXL
52,31.0,157.48,S
40,36.0,160.02,XXS
72,40.0,175.26,XXXL
68,37.0,170.18,L
59,32.0,165.1,M
61,20.0,170.18,M
56,30.0,170.18,S
90,52.0,170.18,XXXL
58,36.0,172.72,S
56,28.0,154.94,L
58,29.0,170.18,S
61,36.0,160.02,M
58,44.0,157.48,M
49,28.0,157.48,S
65,30.0,175.26,M
74,34.0,172.72,XXXL
54,28.0,157.48,S
49,26.0,167.64,XXS
65,33.0,167.64,XL
54,32.0,162.56,XXS
45,26.0,167.64,XXS
68,31.0,167.64,XL
62,49.0,170.18,L
56,20.0,177.8,M
61,36.0,157.48,XL
63,29.0,162.56,XXXL
56,29.0,162.56,S
61,28.0,167.64,L
63,22.0,160.02,M
63,32.0,154.94,XL
54,32.0,160.02,S
63,31.0,170.18,L
61,23.0,162.56,M
54,31.0,165.1,M
65,30.0,167.64,M
54,38.0,162.56,XXS
54,49.0,165.1,M
52,32.0,160.02,S
49,36.0,162.56,XXS
74,26.0,165.1,XL
72,42.0,177.8,L
64,47.0,160.02,XL
56,31.0,160.02,S
47,28.0,165.1,XXS
77,32.0,157.48,XXXL
58,38.0,167.64,M
77,34.0,170.18,XXXL
52,30.0,162.56,XXS
62,37.0,165.1,XXXL
47,28.0,157.48,S
74,55.0,177.8,XXXL
63,33.0,170.18,L
47,32.0,154.94,S
63,32.0,175.26,M
61,31.0,177.8,S
54,27.0,165.1,XXS
61,32.0,172.72,M
65,26.0,165.1,L
54,32.0,177.8,S
65,33.0,167.64,L
65,37.0,162.56,XXXL
74,43.0,182.88,XXXL
48,30.0,149.86,XXS
58,42.0,170.18,XL
53,31.0,157.48,XXS
58,32.0,149.86,L
68,32.0,177.8,XL
63,27.0,167.64,M
58,29.0,162.56,L
81,25.0,167.64,XXXL
54,31.0,162.56,M
54,46.0,160.02,S
56,25.0,170.18,S
61,29.0,167.64,M
56,31.0,157.48,XXS
65,32.0,165.1,XL
68,39.0,162.56,XXXL
54,42.0,165.1,M
54,31.0,172.72,S
68,27.0,172.72,L
65,30.0,167.64,XXXL
58,39.0,167.64,L
70,29.0,175.26,XL
79,34.0,170.18,XXXL
81,30.0,165.1,XXXL
72,30.0,180.34,XXXL
63,37.0,172.72,L
54,32.0,157.48,S
49,26.0,160.02,M
61,27.0,162.56,L
72,35.0,167.64,XL
58,31.0,175.26,L
56,27.0,157.48,S
52,31.0,157.48,XXS
58,29.0,175.26,M
61,30.0,167.64,L
74,32.0,170.18,XL
56,37.0,165.1,L
70,33.0,167.64,XXXL
54,32.0,157.48,XXS
65,39.0,167.64,L
63,25.0,177.8,L
52,32.0,154.94,S
49,29.0,170.18,S
54,30.0,160.02,S
61,58.0,165.1,L
61,35.0,175.26,M
60,34.0,165.1,M
61,28.0,170.18,M
67,38.0,167.64,XL
55,44.0,162.56,M
65,33.0,160.02,XL
61,49.0,172.72,L
47,29.0,157.48,XXS
56,40.0,162.56,M
58,35.0,172.72,S
52,38.0,162.56,M
54,29.0,167.64,XXS
70,39.0,172.72,XXXL
78,37.0,175.26,XXXL
52,32.0,162.56,S
53,38.0,160.02,XXXL
58,35.0,172.72,M
54,37.0,165.1,M
61,32.0,162.56,M
79,34.0,180.34,XXXL
68,26.0,167.64,XL
58,27.0,162.56,S
57,37.0,154.94,M
61,28.0,175.26,M
56,22.0,172.72,S
61,56.0,170.18,XL
74,30.0,177.8,XL
68,34.0,172.72,XXXL
59,28.0,175.26,L
71,51.0,177.8,XXXL
65,26.0,172.72,L
54,38.0,172.72,M
50,28.0,162.56,XXS
66,35.0,165.1,XXXL
68,34.0,162.56,XL
70,28.0,162.56,M
77,39.0,172.72,XXXL
54,40.0,167.64,M
81,30.0,154.94,XXXL
65,25.0,167.64,XL
63,33.0,160.02,L
58,37.0,167.64,M
49,33.0,157.48,XXS
56,35.0,165.1,S
55,45.0,170.18,S
56,32.0,160.02,M
61,53.0,160.02,XL
74,30.0,170.18,XXXL
83,65.0,167.64,XXXL
68,43.0,167.64,XXXL
63,52.0,177.8,S
58,50.0,162.56,L
61,25.0,165.1,S
58,32.0,165.1,M
68,27.0,167.64,XL
74,32.0,167.64,XL
61,30.0,167.64,S
63,38.0,175.26,S
58,32.0,172.72,M
60,33.0,162.56,XL
54,31.0,175.26,S
47,25.0,157.48,S
61,26.0,177.8,S
55,26.0,170.18,M
58,28.0,162.56,L
48,35.0,160.02,XXS
58,31.0,170.18,S
61,30.0,175.26,S
69,49.0,160.02,XXXL
79,42.0,165.1,XXXL
52,29.0,162.56,XXS
55,65.0,170.18,M
58,34.0,165.1,M
63,27.0,167.64,L
56,41.0,154.94,S
58,34.0,162.56,M
56,34.0,165.1,S
52,34.0,160.02,M
90,36.0,175.26,XXXL
81,33.0,162.56,XXXL
56,42.0,157.48,M
70,44.0,180.34,XL
56,34.0,167.64,M
65,28.0,167.64,L
54,22.0,165.1,XXS
56,45.0,167.64,M
63,19.0,167.64,M
56,36.0,162.56,S
58,32.0,167.64,M
58,39.0,162.56,XL
63,38.0,170.18,L
65,34.0,170.18,XL
65,31.0,160.02,XXXL
63,44.0,165.1,XL
90,52.0,162.56,XXXL
49,27.0,157.48,XXS
52,33.0,157.48,XXS
48,40.0,162.56,XXS
88,52.0,167.64,XXXL
60,29.0,167.64,S
63,29.0,157.48,L
65,29.0,170.18,XL
63,28.0,175.26,L
68,29.0,167.64,L
58,34.0,175.26,M
62,28.0,167.64,M
45,34.0,154.94,XXS
66,27.0,177.8,S
57,32.0,167.64,S
45,20.0,162.56,XXS
63,25.0,165.1,M
61,30.0,162.56,S
67,32.0,175.26,XL
68,29.0,162.56,XXXL
63,35.0,167.64,XL
63,49.0,160.02,M
65,33.0,172.72,M
59,27.0,170.18,XXXL
50,26.0,165.1,M
72,42.0,167.64,XXXL
57,37.0,157.48,M
61,52.0,172.72,L
54,44.0,160.02,S
54,30.0,175.26,M
81,44.0,160.02,XXXL
71,32.0,170.18,XL
68,52.0,172.72,XL
56,28.0,165.1,XXS
56,33.0,170.18,S
61,48.0,177.8,M
68,37.0,160.02,XXXL
58,30.0,165.1,M
58,50.0,165.1,L
56,36.0,157.48,L
54,33.0,157.48,S
68,38.0,170.18,XL
68,20.0,162.56,XXXL
58,27.0,162.56,L
56,21.0,162.56,M
74,33.0,160.02,XXXL
54,33.0,162.56,S
77,46.0,172.72,XXXL
79,28.0,185.42,XXXL
68,29.0,162.56,XXXL
52,117.0,165.1,S
54,31.0,167.64,M
74,33.0,162.56,XXXL
45,24.0,154.94,XXS
56,38.0,160.02,L
56,53.0,167.64,M
61,35.0,162.56,L
61,30.0,167.64,S
58,30.0,160.02,L
56,48.0,162.56,XL
56,32.0,157.48,L
56,26.0,172.72,S
48,42.0,157.48,XXS
52,30.0,170.18,S
61,29.0,167.64,L
58,40.0,162.56,M
63,23.0,162.56,XL
57,28.0,160.02,S
58,53.0,162.56,L
56,31.0,157.48,M
52,38.0,162.56,XXS
56,34.0,175.26,S
63,28.0,160.02,M
63,32.0,172.72,L
68,35.0,162.56,XL
67,52.0,172.72,L
65,34.0,177.8,M
54,30.0,162.56,S
67,36.0,162.56,XXXL
58,42.0,172.72,M
55,26.0,170.18,M
68,36.0,165.1,XL
62,30.0,157.48,XL
62,29.0,157.48,M
63,44.0,167.64,XL
63,31.0,167.64,M
61,33.0,165.1,L
58,41.0,165.1,M
81,30.0,162.56,XXXL
63,27.0,167.64,M
70,33.0,167.64,XXXL
56,26.0,167.64,S
81,25.0,165.1,XXXL
63,34.0,162.56,XL
84,30.0,177.8,XXXL
61,31.0,172.72,M
61,36.0,170.18,L
49,21.0,154.94,S
79,36.0,175.26,XL
74,27.0,170.18,XXXL
49,31.0,157.48,S
71,24.0,152.4,XXXL
54,26.0,162.56,S
56,26.0,157.48,XXS
63,25.0,175.26,M
72,41.0,160.02,XL
56,55.0,167.64,M
54,34.0,152.4,L
74,52.0,154.94,XXXL
59,24.0,170.18,M
72,47.0,165.1,XXXL
56,32.0,165.1,S
49,29.0,149.86,S
52,28.0,170.18,XXS
65,36.0,170.18,XL
48,43.0,152.4,S
56,23.0,157.48,M
47,31.0,157.48,S
56,55.0,160.02,M
58,46.0,160.02,M
47,32.0,165.1,XXS
56,29.0,165.1,S
52,20.0,162.56,S
70,39.0,167.64,XL
57,29.0,165.1,S
70,32.0,177.8,XL
48,34.0,162.56,XXS
70,34.0,170.18,XXXL
58,34.0,172.72,M
65,29.0,157.48,XL
65,44.0,177.8,L
49,31.0,160.02,S
56,20.0,165.1,XXS
63,30.0,170.18,XL
65,27.0,154.94,L
68,31.0,182.88,M
72,32.0,172.72,XXXL
90,47.0,172.72,XXXL
57,31.0,167.64,XXS
58,33.0,165.1,M
58,46.0,157.48,M
61,31.0,167.64,M
57,28.0,165.1,M
58,44.0,172.72,M
70,28.0,170.18,XL
63,30.0,165.1,M
52,36.0,154.94,M
56,42.0,172.72,M
48,30.0,154.94,XXS
54,35.0,154.94,M
65,33.0,167.64,L
58,33.0,160.02,M
61,30.0,157.48,XL
72,30.0,167.64,XXXL
61,44.0,165.1,XL
68,40.0,160.02,XXXL
61,29.0,157.48,L
61,40.0,162.56,L
72,29.0,167.64,L
65,30.0,167.64,L
64,33.0,180.34,S
65,29.0,175.26,L
72,29.0,167.64,L
60,36.0,170.18,XL
68,29.0,170.18,XL
65,32.0,162.56,XXXL
67,33.0,175.26,L
58,37.0,160.02,L
61,29.0,175.26,L
54,41.0,162.56,S
54,30.0,157.48,S
56,27.0,167.64,XL
63,38.0,165.1,L
53,30.0,160.02,S
52,31.0,157.48,S
59,24.0,172.72,L
49,30.0,149.86,S
55,32.0,160.02,XXS
49,26.0,157.48,XXS
54,28.0,157.48,M
58,34.0,170.18,XL
61,30.0,172.72,M
65,43.0,165.1,XXXL
68,27.0,167.64,XL
70,35.0,172.72,XL
58,34.0,167.64,L
54,27.0,172.72,S
68,31.0,157.48,M
45,29.0,160.02,XXS
70,29.0,177.8,XL
65,31.0,165.1,XL
54,27.0,157.48,M
70,40.0,162.56,XXXL
62,32.0,170.18,M
48,53.0,160.02,M
45,26.0,154.94,XXS
54,34.0,165.1,M
65,48.0,170.18,XXXL
72,39.0,167.64,XL
83,37.0,172.72,XXXL
58,42.0,165.1,M
47,36.0,165.1,XXS
49,33.0,167.64,S
52,38.0,167.64,XXS
56,31.0,152.4,S
53,40.0,165.1,S
56,27.0,152.4,M
56,31.0,162.56,S
64,37.0,170.18,XL
65,30.0,177.8,L
48,59.0,157.48,M
54,22.0,170.18,S
63,26.0,170.18,M
58,34.0,160.02,M
45,36.0,157.48,S
61,32.0,172.72,M
58,28.0,177.8,M
68,36.0,165.1,XXXL
65,29.0,160.02,L
63,31.0,165.1,XL
45,24.0,162.56,S
70,29.0,175.26,L
49,32.0,160.02,S
63,29.0,160.02,L
54,25.0,162.56,M
56,32.0,162.56,M
47,29.0,160.02,XXS
49,26.0,154.94,S
49,29.0,157.48,XXS
81,33.0,165.1,XXXL
56,35.0,160.02,M
49,43.0,172.72,XXS
68,31.0,170.18,XL
63,28.0,180.34,S
74,35.0,167.64,XL
77,29.0,170.18,XXXL
58,33.0,177.8,M
58,24.0,162.56,M
70,30.0,175.26,XL
70,52.0,165.1,XXXL
63,29.0,172.72,M
53,41.0,162.56,S
72,21.0,175.26,XL
56,30.0,170.18,M
72,27.0,172.72,XXXL
58,28.0,162.56,M
74,30.0,172.72,XL
52,44.0,154.94,S
72,27.0,177.8,XL
61,28.0,162.56,M
68,33.0,160.02,XL
83,38.0,175.26,XXXL
68,37.0,180.34,XL
71,53.0,165.1,XXXL
70,50.0,170.18,XL
63,33.0,157.48,XXXL
58,30.0,162.56,M
58,28.0,162.56,XL
54,33.0,157.48,M
54,29.0,165.1,S
64,38.0,152.4,XXXL
72,40.0,175.26,XXXL
86,38.0,182.88,XXXL
72,39.0,172.72,XL
58,29.0,170.18,S
54,34.0,154.94,S
61,34.0,185.42,XXXL
59,24.0,175.26,S
66,39.0,167.64,XL
58,30.0,157.48,L
72,29.0,157.48,XL
63,23.0,177.8,M
60,23.0,157.48,L
49,34.0,157.48,XL
56,34.0,167.64,S
58,33.0,165.1,L
58,23.0,170.18,M
61,25.0,165.1,XL
65,30.0,172.72,XL
57,58.0,172.72,M
67,30.0,162.56,XXXL
62,46.0,162.56,XL
63,29.0,167.64,L
55,56.0,162.56,L
54,28.0,170.18,S
54,27.0,162.56,L
52,28.0,152.4,S
54,38.0,162.56,S
50,29.0,160.02,S
61,24.0,165.1,L
56,28.0,167.64,S
61,36.0,165.1,M
58,26.0,170.18,M
68,32.0,167.64,XL
68,31.0,175.26,M
68,28.0,165.1,XXXL
56,53.0,152.4,M
58,48.0,160.02,M
63,37.0,172.72,M
97,32.0,157.48,XXXL
54,27.0,160.02,M
61,38.0,154.94,XXXL
58,29.0,170.18,L
56,28.0,154.94,L
72,32.0,177.8,XL
58,34.0,154.94,M
58,34.0,172.72,M
58,26.0,170.18,M
68,33.0,170.18,L
77,31.0,157.48,M
70,37.0,170.18,XXXL
53,31.0,154.94,M
68,25.0,170.18,XL
53,25.0,162.56,S
61,31.0,175.26,M
86,36.0,172.72,XXXL
63,34.0,167.64,XL
52,37.0,157.48,S
81,38.0,165.1,XXXL
56,51.0,157.48,XL
58,30.0,162.56,M
61,39.0,170.18,L
54,31.0,157.48,M
65,51.0,167.64,XL
52,26.0,152.4,S
63,39.0,162.56,XL
65,28.0,170.18,L
68,34.0,160.02,XXXL
68,33.0,167.64,XL
58,49.0,162.56,XL
53,30.0,154.94,S
63,29.0,167.64,XL
68,47.0,167.64,XXXL
63,33.0,160.02,M
72,45.0,170.18,XL
65,27.0,165.1,XXXL
60,30.0,162.56,XL
61,42.0,167.64,L
65,45.0,165.1,L
65,30.0,162.56,L
61,38.0,175.26,M
58,46.0,160.02,L
61,28.0,167.64,M
63,36.0,167.64,L
76,41.0,160.02,XXXL
56,21.0,157.48,S
58,28.0,165.1,M
62,31.0,175.26,M
56,29.0,160.02,S
54,42.0,162.56,M
65,23.0,165.1,XL
65,35.0,167.64,XL
81,26.0,167.64,XXXL
59,43.0,162.56,L
77,27.0,175.26,XL
67,44.0,157.48,XXXL
69,45.0,160.02,XXXL
54,32.0,165.1,S
49,32.0,162.56,XXS
58,32.0,162.56,S
54,31.0,162.56,M
56,31.0,167.64,XXS
77,54.0,175.26,XXXL
75,34.0,177.8,XXXL
46,34.0,149.86,XXS
56,22.0,167.64,S
68,28.0,177.8,XL
56,35.0,160.02,L
65,28.0,167.64,XL
50,31.0,157.48,S
54,32.0,165.1,S
52,32.0,165.1,XXS
61,35.0,165.1,M
52,33.0,160.02,S
65,33.0,190.5,XL
77,28.0,170.18,XL
55,30.0,167.64,S
53,67.0,170.18,L
63,23.0,170.18,XL
55,30.0,157.48,S
61,39.0,160.02,M
61,20.0,170.18,M
49,28.0,154.94,S
65,28.0,172.72,L
63,37.0,170.18,M
71,30.0,165.1,XXXL
54,30.0,157.48,S
70,31.0,165.1,XL
58,35.0,167.64,XL
49,29.0,157.48,S
66,36.0,162.56,XL
52,33.0,157.48,XXS
63,29.0,160.02,XL
58,28.0,165.1,S
58,30.0,160.02,XL
47,32.0,154.94,S
62,27.0,162.56,L
68,30.0,172.72,XL
60,24.0,165.1,M
58,47.0,152.4,M
55,50.0,170.18,M
61,31.0,177.8,M
56,29.0,162.56,S
68,31.0,170.18,XL
61,31.0,162.56,XL
56,25.0,172.72,S
65,23.0,157.48,XL
90,34.0,167.64,XXXL
48,34.0,149.86,XXS
65,24.0,170.18,M
72,32.0,157.48,XXXL
72,33.0,170.18,XL
58,34.0,175.26,S
65,36.0,167.64,L
53,28.0,160.02,S
56,28.0,154.94,M
68,43.0,162.56,XXXL
52,33.0,154.94,S
86,30.0,172.72,XXXL
57,30.0,165.1,S
54,43.0,157.48,S
79,33.0,170.18,XXXL
61,35.0,167.64,L
58,39.0,170.18,M
71,51.0,172.72,XXXL
56,27.0,162.56,S
54,31.0,157.48,S
47,28.0,154.94,XXS
56,20.0,165.1,S
63,27.0,162.56,L
65,28.0,167.64,L
47,33.0,157.48,XXS
52,48.0,157.48,S
72,31.0,162.56,XXXL
63,49.0,170.18,XXXL
63,56.0,162.56,XXXL
56,32.0,170.18,S
56,36.0,162.56,XXS
70,30.0,180.34,L
54,26.0,167.64,L
62,34.0,175.26,M
49,26.0,165.1,XXS
62,46.0,162.56,L
48,32.0,160.02,S
50,32.0,162.56,S
51,40.0,157.48,S
113,35.0,167.64,XXXL
56,28.0,165.1,M
60,34.0,162.56,M
52,32.0,167.64,XXS
63,31.0,175.26,L
52,36.0,157.48,M
58,55.0,170.18,M
49,16.0,170.18,S
65,31.0,165.1,XL
49,32.0,154.94,S
95,24.0,170.18,XL
51,34.0,162.56,S
52,29.0,162.56,S
54,30.0,160.02,M
65,29.0,162.56,M
49,21.0,154.94,S
69,36.0,160.02,XXXL
48,30.0,157.48,S
58,30.0,162.56,M
54,31.0,170.18,M
59,33.0,165.1,M
72,33.0,175.26,XL
63,27.0,170.18,L
53,44.0,165.1,L
70,29.0,175.26,XL
52,34.0,152.4,M
58,30.0,165.1,S
61,29.0,167.64,M
56,0.0,165.1,M
40,31.0,154.94,XXS
74,29.0,180.34,XXXL
58,30.0,162.56,S
61,23.0,157.48,M
80,29.0,172.72,XXXL
76,43.0,175.26,XXXL
54,52.0,160.02,S
56,34.0,170.18,M
63,41.0,157.48,XXXL
58,28.0,162.56,M
56,26.0,162.56,L
63,37.0,160.02,XL
56,43.0,162.56,M
63,30.0,162.56,L
95,28.0,193.04,XXXL
68,32.0,177.8,XL
63,47.0,157.48,XL
54,37.0,165.1,M
47,29.0,162.56,M
56,27.0,157.48,S
62,34.0,172.72,L
62,28.0,167.64,M
81,29.0,175.26,XXXL
51,27.0,167.64,S
63,31.0,162.56,XL
60,29.0,167.64,L
68,32.0,177.8,XXXL
53,31.0,154.94,S
58,26.0,170.18,S
74,31.0,160.02,XXXL
68,32.0,182.88,L
58,36.0,162.56,M
47,33.0,154.94,S
87,31.0,182.88,XXXL
61,42.0,177.8,M
64,26.0,165.1,L
54,26.0,162.56,M
